,time,changes_per_block,not_ideals_per_block,patients_per_block,dist_per_block
0,0,0,15,89,765
1,2,0,15,89,765
2,4,0,16,90,775
3,6,0,16,92,810
4,8,2,16,92,810
5,10,1,15,88,765
6,12,2,16,82,680
7,14,3,17,85,685
8,16,3,19,84,660
9,18,2,19,86,685
10,20,1,18,82,630
11,22,0,16,82,645
