,time,changes_per_block,not_ideals_per_block,patients_per_block,dist_per_block
0,0,0,16,89,755
1,2,0,16,89,755
2,4,0,17,90,765
3,6,0,17,92,800
4,8,3,17,92,800
5,10,3,15,88,765
6,12,3,16,82,680
7,14,3,17,85,685
8,16,3,18,84,670
9,18,3,18,86,695
10,20,1,17,82,640
11,22,1,15,82,655
