,time,changes_per_block,not_ideals_per_block,patients_per_block,dist_per_block
0,0,0,12,89,810
1,2,0,12,89,810
2,4,0,13,90,820
3,6,0,13,92,855
4,8,3,13,92,855
5,10,3,11,88,815
6,12,3,12,82,730
7,14,3,12,85,765
8,16,3,12,84,760
9,18,3,12,86,790
10,20,1,12,82,685
11,22,1,10,82,700
